Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_67_3774_01A	1	0.985	0.553	55.3%	0.304	30.4%	0.32348	0.986
TCGA_67_6217_01A	5	0.956	2.753	55.06%	1.24	30.074%	1.12766	0.955
TCGA_69_7973_01A	7	0.68	8.464	120.914%	3.775	113.821%	1.67143	0.67
TCGA_69_7974_01A	12	0.951	7.989	66.575%	3.332	51.414%	1.06531	0.95
TCGA_69_7979_01A	33	0.972	21.025	63.712%	7.461	39.824%	2.88101	0.972
TCGA_69_7980_01A	22	0.81	22.177	100.805%	10.066	103.823%	4.03789	0.807
TCGA_73_4662_01A	2	0.985	1.106	55.3%	0.608	30.4%	0.32348	0.986
TCGA_73_4666_01A	7	0.769	7.804	111.486%	3.288	84.896%	1.99225	0.763
TCGA_73_4670_01A	5	0.957	2.72	54.4%	1.226	29.735%	0.84562	0.956
TCGA_73_7498_01A	1	0.001	1.999	199.9%	1.24	124.0%	7.70678	-0.017
TCGA_78_7145_01A	3	0.881	1.996	66.533%	1.081	48.344%	2.00472	0.879
TCGA_78_7146_01A	5	0.751	5.877	117.54%	2.428	91.77%	2.1882	0.744
TCGA_78_7147_01A	2	0.698	1.994	99.7%	1.122	79.337%	2.72982	0.69
TCGA_78_7153_01A	1	0.002	1.997	199.7%	1.24	124.0%	6.52245	-0.016
TCGA_78_7158_01A	4	0.934	2.211	55.275%	1.126	35.607%	9.68506	0.933
TCGA_78_7159_01A	11	0.944	7.86	71.455%	2.94	45.915%	1.13465	0.943
TCGA_78_7161_01A	3	0.881	1.998	66.6%	1.082	48.389%	2.25534	0.878
TCGA_78_7220_01A	10	0.7	13.788	137.88%	5.321	125.417%	9.37055	0.692
TCGA_83_5908_01A	4	0.977	1.411	35.275%	0.684	21.63%	0.25605	0.977
TCGA_86_6851_01A	13	0.952	7.885	60.654%	2.947	31.595%	3.76385	0.95
TCGA_86_8056_01A	1	0.985	0.553	55.3%	0.304	30.4%	0.32348	0.986
TCGA_91_6830_01A	3	0.571	3.982	132.733%	1.87	107.965%	14.28699	0.558
TCGA_91_6836_01A	7	0.905	5.936	84.8%	2.204	50.563%	6.50325	0.903
TCGA_91_6847_01A	2	0.021	3.912	195.6%	2.018	142.694%	4.04576	-0.004
TCGA_95_7039_01A	17	0.987	5.778	33.988%	2.027	16.495%	0.41918	0.986
TCGA_95_7043_01A	12	0.809	11.604	96.7%	5.441	99.339%	1.11906	0.805
TCGA_95_7948_01A	1	0.099	1.855	185.5%	1.181	118.1%	2.62331	0.083
TCGA_95_A4VK_01A	7	0.467	9.423	134.614%	4.554	172.125%	2.30598	0.446
TCGA_95_A4VN_01A	15	0.967	7.611	50.74%	2.809	27.156%	0.80117	0.967
TCGA_95_A4VP_01A	2	0.7	1.987	99.35%	1.119	79.125%	2.33502	0.692
TCGA_97_7547_01A	5	0.749	5.906	118.12%	2.434	91.997%	2.25923	0.742
TCGA_97_8175_01A	1	0.0	2.0	200.0%	1.241	124.1%	8.34797	-0.017
TCGA_97_A4M0_01A	2	0.766	1.71	85.5%	0.987	69.791%	0.78025	0.76
TCGA_97_A4M3_01A	6	0.857	5.891	98.183%	2.295	66.251%	2.08192	0.853
TCGA_99_7458_01A	7	0.949	3.951	56.443%	1.656	31.87%	1.52826	0.948
TCGA_J2_8194_01A	1	0.002	1.997	199.7%	1.24	124.0%	6.6452	-0.016
TCGA_J2_A4AD_01A	10	0.864	10.366	103.66%	4.055	86.453%	5.31232	0.862
TCGA_J2_A4AG_01A	3	0.881	2.0	66.667%	1.083	48.433%	12.91885	0.878
TCGA_L4_A4E5_01A	5	0.835	4.244	84.88%	2.065	78.05%	0.93804	0.831
TCGA_L9_A443_01A	12	0.95	7.991	66.592%	2.897	38.713%	0.83318	0.949
TCGA_L9_A444_01A	18	0.985	7.903	43.906%	3.073	20.351%	0.62578	0.985
TCGA_MP_A4T4_01A	5	0.749	5.912	118.24%	2.435	92.034%	2.38468	0.742
TCGA_MP_A4TF_01A	9	0.828	8.676	96.4%	3.738	74.76%	1.98101	0.823
TCGA_MP_A4TH_01A	1	0.985	0.553	55.3%	0.304	30.4%	0.32348	0.986
TCGA_NJ_A4YQ_01A	17	0.915	15.012	88.306%	5.698	64.935%	1.36935	0.914
TCGA_NJ_A55O_01A	4	0.808	3.948	98.7%	1.734	70.79%	1.98771	0.803
TCGA_O1_A52J_01A	3	0.881	2.0	66.667%	1.083	48.433%	12.91885	0.878
