Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_55_8506_01A	17	0.963	9.377	55.159%	2.359	27.239%	0.54205	0.961
TCGA_55_8510_01A	7	0.769	7.415	105.929%	2.274	75.8%	0.87828	0.755
TCGA_55_8511_01A	10	0.869	9.12	91.2%	2.55	52.052%	1.00026	0.862
TCGA_55_8616_01A	16	0.913	13.652	85.325%	3.307	42.693%	1.32738	0.909
TCGA_55_A48X_01A	18	0.954	12.338	68.544%	2.72	31.619%	0.82418	0.952
TCGA_55_A492_01A	3	0.05	5.826	194.2%	2.636	117.886%	3.95296	0.017
TCGA_55_A493_01A	7	0.702	8.84	126.286%	2.568	85.6%	2.22576	0.684
TCGA_55_A494_01A	5	0.518	7.057	141.14%	2.349	105.05%	1.79298	0.489
TCGA_62_A46O_01A	18	0.981	12.138	67.433%	3.78	30.864%	0.5194	0.982
TCGA_62_A46R_01A	1	0.113	1.886	188.6%	1.068	106.8%	2.86192	0.091
TCGA_64_1679_01A	6	0.748	6.95	115.833%	2.088	73.822%	1.39798	0.733
TCGA_64_5781_01A	12	0.767	12.641	105.342%	3.88	82.722%	0.86183	0.753
TCGA_67_3770_01A	3	0.629	3.64	121.333%	1.412	81.522%	2.05589	0.612
TCGA_67_3774_01A	1	0.97	1.021	102.1%	0.525	52.5%	0.71472	0.976
TCGA_67_6217_01A	5	0.945	5.03	100.6%	1.925	46.688%	1.04668	0.947
TCGA_69_7973_01A	7	0.699	8.27	118.143%	2.664	80.323%	1.15741	0.682
TCGA_69_7974_01A	12	0.954	7.923	66.025%	1.953	30.135%	0.92339	0.952
TCGA_69_7979_01A	33	0.984	16.589	50.27%	3.828	20.432%	0.39033	0.983
TCGA_69_7980_01A	22	0.828	17.731	80.595%	6.243	64.392%	0.62492	0.818
TCGA_73_4662_01A	2	0.97	2.043	102.15%	1.05	52.5%	0.71472	0.976
TCGA_73_4666_01A	7	0.805	6.88	98.286%	2.331	60.186%	1.11004	0.796
TCGA_73_4670_01A	5	0.944	5.051	101.02%	1.93	46.809%	1.10881	0.946
TCGA_73_7498_01A	1	0.012	1.988	198.8%	1.114	111.4%	5.08964	-0.014
TCGA_78_7145_01A	3	0.873	3.032	101.067%	1.177	52.637%	1.58938	0.871
TCGA_78_7146_01A	5	0.777	5.415	108.3%	1.727	65.274%	1.52457	0.766
TCGA_78_7147_01A	2	0.719	1.948	97.4%	0.983	69.509%	1.53844	0.71
TCGA_78_7153_01A	1	0.047	1.953	195.3%	1.099	109.9%	3.74845	0.022
TCGA_78_7158_01A	4	0.935	3.906	97.65%	1.464	46.296%	0.92257	0.936
TCGA_78_7159_01A	11	0.951	8.302	75.473%	2.058	32.141%	0.72031	0.949
TCGA_78_7161_01A	3	0.874	3.025	100.833%	1.174	52.503%	1.5217	0.872
TCGA_78_7220_01A	10	0.757	11.455	114.55%	3.324	78.347%	1.26741	0.742
TCGA_83_5908_01A	4	0.962	3.556	88.9%	1.339	42.343%	0.65235	0.964
TCGA_86_6851_01A	13	0.957	11.913	91.638%	3.596	38.553%	0.90286	0.958
TCGA_86_8056_01A	1	0.97	1.021	102.1%	0.525	52.5%	0.71472	0.976
TCGA_91_6830_01A	3	0.598	3.801	126.7%	1.467	84.697%	1.9168	0.58
TCGA_91_6836_01A	7	0.924	6.119	87.414%	1.739	39.895%	0.9842	0.922
TCGA_91_6847_01A	2	0.058	3.836	191.8%	1.689	119.43%	3.19485	0.023
TCGA_95_7039_01A	17	0.977	13.37	78.647%	4.311	35.082%	0.5541	0.979
TCGA_95_7043_01A	12	0.839	10.829	90.242%	3.312	60.469%	0.6918	0.83
TCGA_95_7948_01A	1	0.113	1.886	188.6%	1.068	106.8%	2.86192	0.091
TCGA_95_A4VK_01A	7	0.503	9.451	135.014%	3.171	119.853%	1.56367	0.469
TCGA_95_A4VN_01A	15	0.965	11.379	75.86%	3.628	35.073%	0.66884	0.966
TCGA_95_A4VP_01A	2	0.721	1.943	97.15%	0.98	69.296%	1.50932	0.712
TCGA_97_7547_01A	5	0.762	5.62	112.4%	1.786	67.504%	1.89799	0.75
TCGA_97_8175_01A	1	0.013	1.987	198.7%	1.114	111.4%	5.03537	-0.013
TCGA_97_A4M0_01A	2	0.766	1.814	90.7%	0.912	64.488%	1.09517	0.759
TCGA_97_A4M3_01A	6	0.886	5.183	86.383%	1.61	46.477%	1.07247	0.881
TCGA_99_7458_01A	7	0.937	7.017	100.243%	2.252	43.34%	1.27121	0.938
TCGA_J2_8194_01A	1	0.005	1.995	199.5%	1.118	111.8%	5.96802	-0.021
TCGA_J2_A4AD_01A	10	0.89	9.069	90.69%	2.312	49.292%	1.04719	0.883
TCGA_J2_A4AG_01A	3	0.888	2.929	97.633%	1.132	50.625%	1.10512	0.887
TCGA_L4_A4E5_01A	5	0.86	4.318	86.36%	1.374	51.932%	0.69005	0.853
TCGA_L9_A443_01A	12	0.953	9.541	79.508%	2.513	33.581%	0.68787	0.952
TCGA_L9_A444_01A	18	0.973	15.876	88.2%	6.6	43.71%	0.67159	0.977
TCGA_MP_A4T4_01A	5	0.762	5.624	112.48%	1.787	67.542%	1.72394	0.75
TCGA_MP_A4TF_01A	9	0.826	8.854	98.378%	2.844	56.88%	1.58979	0.818
TCGA_MP_A4TH_01A	1	0.97	1.021	102.1%	0.525	52.5%	0.71472	0.976
TCGA_NJ_A4YQ_01A	17	0.942	11.698	68.812%	2.95	33.618%	0.64196	0.939
TCGA_NJ_A55O_01A	4	0.834	3.674	91.85%	1.352	55.195%	1.34697	0.828
TCGA_O1_A52J_01A	3	0.888	2.929	97.633%	1.132	50.625%	1.10512	0.887
