Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_49_6767_01A	4	0.846	3.508	87.7%	1.306	53.317%	1.47835	0.84
TCGA_50_5051_01A	2	1.0	0.201	10.05%	0.103	5.15%	0.05156	1.0
TCGA_50_5941_01A	7	0.746	7.296	104.229%	2.014	67.133%	1.56704	0.725
TCGA_50_5942_01A	2	0.693	2.12	106.0%	1.02	72.125%	2.33994	0.683
TCGA_50_6590_01A	19	0.979	10.647	56.037%	2.781	24.485%	0.60649	0.979
TCGA_50_6592_01A	6	0.815	7.004	116.733%	2.01	63.562%	1.00198	0.813
TCGA_50_6593_01A	6	0.995	3.199	53.317%	1.272	28.443%	0.31083	0.997
TCGA_53_7624_01A	12	0.919	7.621	63.508%	2.373	39.55%	0.85631	0.914
TCGA_53_7813_01A	3	0.83	2.657	88.567%	0.998	57.62%	0.79122	0.824
TCGA_55_6970_01A	2	0.675	2.6	130.0%	1.067	75.448%	2.56152	0.666
TCGA_55_6979_01A	2	1.0	0.201	10.05%	0.103	5.15%	0.05156	1.0
TCGA_55_6985_01A	10	0.884	9.429	94.29%	2.297	51.362%	0.8093	0.88
TCGA_55_7281_01A	5	0.909	3.799	75.98%	1.38	41.609%	1.22897	0.907
TCGA_55_7573_01A	1	0.984	0.966	96.6%	0.492	49.2%	0.65954	0.989
TCGA_55_7574_01A	4	1.0	0.402	10.05%	0.206	5.15%	0.05156	1.0
TCGA_55_7725_01A	1	0.746	1.603	160.3%	0.821	82.1%	1.61686	0.776
TCGA_55_7728_01A	2	0.895	1.345	67.25%	0.666	47.093%	0.53985	0.893
TCGA_55_7911_01A	4	0.711	3.867	96.675%	1.469	73.45%	1.34019	0.694
TCGA_55_7914_01A	4	0.917	2.103	52.575%	0.977	39.886%	0.77219	0.914
TCGA_55_7995_01A	3	0.904	1.964	65.467%	0.959	42.888%	0.91448	0.901
TCGA_55_8096_01A	7	0.963	4.946	70.657%	1.52	34.871%	0.56161	0.963
TCGA_55_8203_01A	7	0.926	3.895	55.643%	1.364	37.831%	0.74449	0.922
TCGA_55_8208_01A	4	0.812	3.893	97.325%	1.216	60.8%	0.86581	0.803
TCGA_55_8299_01A	5	0.863	4.166	83.32%	1.342	50.723%	0.98733	0.856
TCGA_55_8506_01A	17	0.974	10.528	61.929%	2.245	25.923%	0.49957	0.973
TCGA_55_8510_01A	7	0.886	6.904	98.629%	1.641	54.7%	0.73058	0.89
TCGA_55_8511_01A	10	0.933	6.515	65.15%	1.765	36.028%	0.74211	0.93
TCGA_55_8616_01A	16	0.925	13.055	81.594%	3.49	45.056%	1.16713	0.922
TCGA_55_A48X_01A	18	0.966	10.023	55.683%	2.227	25.888%	0.68612	0.964
TCGA_55_A492_01A	3	0.482	5.269	175.633%	2.002	89.532%	2.58173	0.476
TCGA_55_A493_01A	7	0.749	7.728	110.4%	2.279	75.967%	1.96798	0.732
TCGA_55_A494_01A	5	0.672	5.394	107.88%	1.658	74.148%	1.41353	0.644
TCGA_62_A46O_01A	18	0.99	8.428	46.822%	2.165	17.677%	0.38731	0.99
TCGA_62_A46R_01A	1	0.984	0.966	96.6%	0.492	49.2%	0.65954	0.989
TCGA_64_1679_01A	6	0.82	5.676	94.6%	1.618	57.205%	1.10933	0.808
TCGA_64_5781_01A	12	0.924	8.53	71.083%	1.935	41.254%	0.63127	0.919
TCGA_67_3770_01A	3	0.815	2.068	68.933%	1.005	58.024%	1.37874	0.806
TCGA_67_3774_01A	1	1.0	0.1	10.0%	0.051	5.1%	0.05156	1.0
TCGA_67_6217_01A	5	0.971	1.948	38.96%	1.23	29.832%	0.59302	0.971
TCGA_69_7973_01A	7	0.874	5.912	84.457%	1.633	49.237%	0.77551	0.866
TCGA_69_7974_01A	12	0.962	6.525	54.375%	1.785	27.543%	0.81671	0.96
TCGA_69_7979_01A	33	0.989	12.841	38.912%	2.885	15.399%	0.35057	0.988
TCGA_69_7980_01A	22	0.978	10.67	48.5%	2.172	22.402%	0.38599	0.977
TCGA_73_4662_01A	2	1.0	0.201	10.05%	0.103	5.15%	0.05156	1.0
TCGA_73_4666_01A	7	0.882	7.159	102.271%	2.099	54.196%	0.82985	0.882
TCGA_73_4670_01A	5	0.97	1.984	39.68%	1.244	30.171%	0.8299	0.97
TCGA_73_7498_01A	1	0.072	1.968	196.8%	1.009	100.9%	4.14114	0.016
TCGA_78_7145_01A	3	0.894	2.053	68.433%	1.004	44.9%	1.26584	0.891
TCGA_78_7146_01A	5	0.838	4.45	89.0%	1.444	54.578%	1.17694	0.83
TCGA_78_7147_01A	2	0.738	1.85	92.5%	0.955	67.529%	1.26605	0.73
TCGA_78_7153_01A	1	0.297	1.842	184.2%	0.955	95.5%	2.53651	0.277
TCGA_78_7158_01A	4	0.953	2.06	51.5%	0.962	30.421%	0.69059	0.952
TCGA_78_7159_01A	11	0.964	7.814	71.036%	1.982	30.954%	0.61116	0.963
TCGA_78_7161_01A	3	0.895	1.995	66.5%	1.31	58.585%	1.74488	0.893
TCGA_78_7220_01A	10	0.825	10.028	100.28%	2.48	58.454%	0.96963	0.813
TCGA_83_5908_01A	4	0.987	2.206	55.15%	1.067	33.742%	0.33526	0.988
TCGA_86_6851_01A	13	0.987	6.675	51.346%	1.921	20.595%	0.52212	0.987
TCGA_86_8056_01A	1	1.0	0.1	10.0%	0.051	5.1%	0.05156	1.0
TCGA_91_6830_01A	3	0.651	3.535	117.833%	1.315	75.922%	1.42195	0.633
TCGA_91_6836_01A	7	0.955	3.737	53.386%	1.298	29.778%	0.64688	0.953
TCGA_91_6847_01A	2	0.37	3.549	177.45%	1.317	93.126%	2.1932	0.341
TCGA_95_7039_01A	17	0.992	5.807	34.159%	1.572	12.793%	0.30887	0.992
TCGA_95_7043_01A	12	0.926	8.847	73.725%	2.339	42.704%	0.59974	0.924
TCGA_95_7948_01A	1	0.984	0.966	96.6%	0.492	49.2%	0.65954	0.989
TCGA_95_A4VK_01A	7	0.738	6.541	93.443%	1.785	67.467%	1.12656	0.707
TCGA_95_A4VN_01A	15	0.978	7.957	53.047%	2.448	23.666%	0.50931	0.978
TCGA_95_A4VP_01A	2	0.766	1.78	89.0%	0.91	64.347%	1.10259	0.759
TCGA_97_7547_01A	5	0.794	5.155	103.1%	1.61	60.852%	1.52666	0.783
TCGA_97_8175_01A	1	0.097	1.957	195.7%	1.003	100.3%	3.84158	0.046
TCGA_97_A4M0_01A	2	0.955	1.066	53.3%	0.496	35.072%	0.35553	0.955
TCGA_97_A4M3_01A	6	0.931	5.397	89.95%	1.568	45.264%	0.81785	0.932
TCGA_99_7458_01A	7	0.963	3.954	56.486%	2.163	41.627%	1.09021	0.963
TCGA_J2_8194_01A	1	0.023	1.983	198.3%	1.057	105.7%	4.77008	-0.013
TCGA_J2_A4AD_01A	10	0.914	7.414	74.14%	1.902	40.551%	0.87503	0.909
TCGA_J2_A4AG_01A	3	0.904	1.964	65.467%	0.959	42.888%	0.91448	0.901
TCGA_L4_A4E5_01A	5	0.955	4.35	87.0%	1.267	47.888%	0.57987	0.965
TCGA_L9_A443_01A	12	0.978	6.147	51.225%	1.596	21.327%	0.48446	0.977
TCGA_L9_A444_01A	18	0.996	3.74	20.778%	1.373	9.093%	0.3025	0.996
TCGA_MP_A4T4_01A	5	0.781	5.115	102.3%	1.658	62.667%	1.2919	0.769
TCGA_MP_A4TF_01A	9	0.897	5.812	64.578%	2.326	46.52%	1.074	0.892
TCGA_MP_A4TH_01A	1	1.0	0.1	10.0%	0.051	5.1%	0.05156	1.0
TCGA_NJ_A4YQ_01A	17	0.968	11.037	64.924%	2.483	28.296%	0.50438	0.967
TCGA_NJ_A55O_01A	4	0.908	2.595	64.875%	1.032	42.131%	0.86513	0.905
TCGA_O1_A52J_01A	3	0.904	1.964	65.467%	0.959	42.888%	0.91448	0.901
