Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_49_4487_01A	6	0.975	2.368	39.467%	0.943	22.227%	0.37635	0.975
TCGA_49_4488_01A	2	0.981	0.631	31.55%	0.322	22.769%	0.18802	0.981
TCGA_49_4505_01A	2	0.707	2.0	100.0%	1.392	98.429%	5.97761	0.702
TCGA_49_4506_01A	5	0.94	2.61	52.2%	1.039	34.633%	0.65727	0.938
TCGA_49_4507_01A	5	0.767	4.621	92.42%	1.434	64.13%	1.09606	0.749
TCGA_49_6744_01A	7	0.921	5.379	76.843%	1.519	42.129%	0.76892	0.918
TCGA_49_6761_01A	2	0.673	2.589	129.45%	1.067	75.448%	2.01536	0.664
TCGA_49_6767_01A	4	0.903	2.576	64.4%	1.055	43.07%	1.07884	0.899
TCGA_50_5051_01A	2	1.0	0.063	3.15%	0.033	1.65%	0.01592	1.0
TCGA_50_5941_01A	7	0.758	7.488	106.971%	2.222	74.067%	1.52949	0.743
TCGA_50_5942_01A	2	0.709	1.982	99.1%	1.065	75.307%	2.20242	0.701
TCGA_50_6590_01A	19	0.979	10.936	57.558%	3.12	27.47%	0.65961	0.978
TCGA_50_6592_01A	6	0.919	4.828	80.467%	1.477	46.707%	0.68528	0.919
TCGA_50_6593_01A	6	0.992	1.313	21.883%	0.609	13.618%	0.12789	0.992
TCGA_53_7624_01A	12	0.93	6.731	56.092%	2.202	36.7%	0.69815	0.926
TCGA_53_7813_01A	3	0.928	1.869	62.3%	0.716	41.338%	0.44219	0.926
TCGA_55_6970_01A	2	0.707	1.976	98.8%	1.006	71.135%	2.17148	0.698
TCGA_55_6979_01A	2	1.0	0.063	3.15%	0.033	1.65%	0.01592	1.0
TCGA_55_6985_01A	10	0.901	9.143	91.43%	2.226	49.775%	0.70932	0.9
TCGA_55_7281_01A	5	0.944	3.76	75.2%	1.322	39.86%	0.87605	0.944
TCGA_55_7573_01A	1	0.997	0.593	59.3%	0.302	30.2%	0.35186	0.998
TCGA_55_7574_01A	4	1.0	0.126	3.15%	0.066	1.65%	0.01592	1.0
TCGA_55_7725_01A	1	0.917	1.32	132.0%	0.677	67.7%	1.07949	0.932
TCGA_55_7728_01A	2	0.957	0.906	45.3%	0.46	32.527%	0.29826	0.956
TCGA_55_7911_01A	4	0.68	3.871	96.775%	1.761	88.05%	1.45769	0.666
TCGA_55_7914_01A	4	0.891	2.556	63.9%	1.401	57.196%	0.89084	0.889
TCGA_55_7995_01A	3	0.982	2.545	84.833%	0.992	44.364%	0.55255	0.988
TCGA_55_8096_01A	7	0.976	4.673	66.757%	1.394	31.981%	0.48111	0.977
TCGA_55_8203_01A	7	0.918	3.782	54.029%	1.457	40.41%	0.71456	0.914
TCGA_55_8208_01A	4	0.93	2.699	67.475%	0.846	42.3%	0.4655	0.929
TCGA_55_8299_01A	5	0.866	5.23	104.6%	1.544	58.358%	0.91503	0.868
TCGA_55_8506_01A	17	0.984	8.641	50.829%	1.873	21.628%	0.39829	0.984
TCGA_55_8510_01A	7	0.934	5.77	82.429%	1.404	46.8%	0.59612	0.94
TCGA_55_8511_01A	10	0.946	5.963	59.63%	1.592	32.497%	0.64458	0.943
TCGA_55_8616_01A	16	0.925	13.462	84.138%	4.955	63.969%	1.30698	0.924
TCGA_55_A48X_01A	18	0.97	10.149	56.383%	2.195	25.516%	0.61775	0.969
TCGA_55_A492_01A	3	0.863	3.837	127.9%	1.402	62.699%	1.48744	0.868
TCGA_55_A493_01A	7	0.745	7.767	110.957%	2.834	94.467%	1.98048	0.734
TCGA_55_A494_01A	5	0.701	5.205	104.1%	1.594	71.286%	1.04551	0.676
TCGA_62_A46O_01A	18	0.993	6.874	38.189%	1.627	13.284%	0.31608	0.993
TCGA_62_A46R_01A	1	0.997	0.593	59.3%	0.302	30.2%	0.35186	0.998
TCGA_64_1679_01A	6	0.854	5.299	88.317%	1.536	54.306%	0.91884	0.846
TCGA_64_5781_01A	12	0.941	8.692	72.433%	1.861	39.677%	0.59927	0.94
TCGA_67_3770_01A	3	0.807	2.004	66.8%	1.073	61.95%	1.32172	0.799
TCGA_67_3774_01A	1	1.0	0.032	3.2%	0.016	1.6%	0.01592	1.0
TCGA_67_6217_01A	5	0.971	1.981	39.62%	1.353	32.815%	0.76578	0.97
TCGA_69_7973_01A	7	0.934	5.757	82.243%	1.482	44.684%	0.61243	0.935
TCGA_69_7974_01A	12	0.961	5.775	48.125%	1.792	27.651%	0.76125	0.96
TCGA_69_7979_01A	33	0.991	13.23	40.091%	3.0	16.013%	0.34016	0.991
TCGA_69_7980_01A	22	0.983	10.034	45.609%	2.004	20.67%	0.36104	0.982
TCGA_73_4662_01A	2	1.0	0.063	3.15%	0.033	1.65%	0.01592	1.0
TCGA_73_4666_01A	7	0.937	6.24	89.143%	1.722	44.462%	0.64204	0.939
TCGA_73_4670_01A	5	0.97	1.997	39.94%	1.359	32.961%	1.13203	0.97
TCGA_73_7498_01A	1	0.082	1.951	195.1%	1.019	101.9%	3.71298	0.043
TCGA_78_7145_01A	3	0.894	2.0	66.667%	1.381	61.76%	3.44835	0.893
TCGA_78_7146_01A	5	0.883	4.859	97.18%	1.474	55.712%	0.92768	0.885
TCGA_78_7147_01A	2	0.737	1.827	91.35%	0.956	67.599%	1.22005	0.729
TCGA_78_7153_01A	1	0.292	1.827	182.7%	0.956	95.6%	2.44516	0.271
TCGA_78_7158_01A	4	0.993	2.575	64.375%	1.007	31.844%	0.39037	0.995
TCGA_78_7159_01A	11	0.972	6.919	62.9%	1.782	27.83%	0.5219	0.972
TCGA_78_7161_01A	3	0.895	1.998	66.6%	1.38	61.715%	2.03655	0.893
TCGA_78_7220_01A	10	0.846	8.306	83.06%	2.326	54.824%	0.84806	0.835
TCGA_83_5908_01A	4	0.995	0.688	17.2%	0.324	10.246%	0.10194	0.995
TCGA_86_6851_01A	13	0.989	3.862	29.708%	1.379	14.784%	0.44207	0.989
TCGA_86_8056_01A	1	1.0	0.032	3.2%	0.016	1.6%	0.01592	1.0
TCGA_91_6830_01A	3	0.808	2.611	87.033%	1.025	59.178%	0.94155	0.8
TCGA_91_6836_01A	7	0.951	3.624	51.771%	1.344	30.833%	0.72416	0.95
TCGA_91_6847_01A	2	0.861	2.555	127.75%	0.952	67.317%	1.04576	0.877
TCGA_95_7039_01A	17	0.995	6.59	38.765%	2.307	18.774%	0.25557	0.995
TCGA_95_7043_01A	12	0.952	8.565	71.375%	2.075	37.884%	0.4824	0.953
TCGA_95_7948_01A	1	0.997	0.593	59.3%	0.302	30.2%	0.35186	0.998
TCGA_95_A4VK_01A	7	0.8	6.367	90.957%	1.611	60.89%	0.92844	0.779
TCGA_95_A4VN_01A	15	0.981	5.534	36.893%	2.013	19.46%	0.44663	0.98
TCGA_95_A4VP_01A	2	0.827	2.55	127.5%	0.967	68.377%	1.14643	0.836
TCGA_97_7547_01A	5	0.848	4.148	82.96%	1.414	53.444%	1.22942	0.84
TCGA_97_8175_01A	1	0.084	1.938	193.8%	1.035	103.5%	3.47577	0.052
TCGA_97_A4M0_01A	2	0.985	0.625	31.25%	0.303	21.425%	0.18388	0.985
TCGA_97_A4M3_01A	6	0.947	3.357	55.95%	1.123	32.418%	0.57926	0.945
TCGA_99_7458_01A	7	0.963	3.892	55.6%	1.685	32.428%	0.9583	0.962
TCGA_J2_8194_01A	1	0.039	1.977	197.7%	1.032	103.2%	4.46706	-0.005
TCGA_J2_A4AD_01A	10	0.936	5.919	59.19%	1.656	35.306%	0.67732	0.931
TCGA_J2_A4AG_01A	3	0.982	2.545	84.833%	0.992	44.364%	0.55255	0.988
TCGA_L4_A4E5_01A	5	0.976	2.081	41.62%	0.636	24.039%	0.2565	0.975
TCGA_L9_A443_01A	12	0.984	5.206	43.383%	1.512	20.205%	0.37129	0.984
TCGA_L9_A444_01A	18	0.995	4.491	24.95%	2.235	14.802%	0.35255	0.995
TCGA_MP_A4T4_01A	5	0.836	4.313	86.26%	1.451	54.843%	1.13112	0.828
TCGA_MP_A4TF_01A	9	0.898	5.813	64.589%	2.499	49.98%	0.99249	0.894
TCGA_MP_A4TH_01A	1	1.0	0.032	3.2%	0.016	1.6%	0.01592	1.0
TCGA_NJ_A4YQ_01A	17	0.982	8.521	50.124%	1.793	20.433%	0.3944	0.981
TCGA_NJ_A55O_01A	4	0.914	1.956	48.9%	0.995	40.621%	0.92944	0.911
TCGA_O1_A52J_01A	3	0.982	2.545	84.833%	0.992	44.364%	0.55255	0.988
