Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_95_7043_01A	12	0.894	9.101	75.842%	2.772	50.61%	0.64344	0.893
TCGA_95_7948_01A	1	0.991	0.823	82.3%	0.419	41.9%	0.53053	0.994
TCGA_95_A4VK_01A	7	0.758	6.625	94.643%	1.726	65.237%	1.07966	0.73
TCGA_95_A4VN_01A	15	0.98	7.817	52.113%	2.375	22.96%	0.46612	0.979
TCGA_95_A4VP_01A	2	0.639	3.013	150.65%	1.145	80.964%	1.61985	0.638
TCGA_97_7547_01A	5	0.823	4.598	91.96%	1.505	56.884%	1.32476	0.813
TCGA_97_8175_01A	1	0.083	1.958	195.8%	1.011	101.1%	3.87488	0.036
TCGA_97_A4M0_01A	2	0.969	0.882	44.1%	0.421	29.769%	0.28002	0.968
TCGA_97_A4M3_01A	6	0.937	4.829	80.483%	1.506	43.474%	0.73379	0.938
TCGA_99_7458_01A	7	0.962	3.989	56.986%	2.274	43.763%	1.46416	0.962
TCGA_J2_8194_01A	1	0.035	1.983	198.3%	1.022	102.2%	4.74983	-0.019
TCGA_J2_A4AD_01A	10	0.914	8.173	81.73%	2.042	43.536%	0.8497	0.91
TCGA_J2_A4AG_01A	3	0.916	1.751	58.367%	0.896	40.07%	0.66757	0.914
TCGA_L4_A4E5_01A	5	0.958	2.737	54.74%	0.822	31.069%	0.36496	0.957
TCGA_L9_A443_01A	12	0.983	6.371	53.092%	1.73	23.118%	0.42109	0.983
TCGA_L9_A444_01A	18	0.996	3.77	20.944%	1.457	9.649%	0.28973	0.996
TCGA_MP_A4T4_01A	5	0.79	5.11	102.2%	1.622	61.306%	1.26959	0.779
TCGA_MP_A4TF_01A	9	0.898	5.85	65.0%	2.387	47.74%	1.11371	0.894
TCGA_MP_A4TH_01A	1	1.0	0.062	6.2%	0.032	3.2%	0.03149	1.0
TCGA_NJ_A4YQ_01A	17	0.973	10.383	61.076%	2.242	25.55%	0.45043	0.972
TCGA_NJ_A55O_01A	4	0.916	2.141	53.525%	0.986	40.253%	0.83772	0.913
TCGA_O1_A52J_01A	3	0.916	1.751	58.367%	0.896	40.07%	0.66757	0.914
